=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-8-30_7-3-9
====================================================================================
7:3:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
7:3:9 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
7:3:9 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
7:3:9 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
7:3:9 | Building Sets Loaded: 9
7:3:10 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
7:3:10 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
7:4:2 | Player "tsifthanos" (steamId=76561198123155229) connected to server!
7:4:18 | "tsifthanos" (steamid=76561198123155229) toggled godmode
7:4:18 | "tsifthanos" (steamid=76561198123155229) toggled freecam
7:4:21 | "tsifthanos" (steamid=76561198123155229) toggled freecam
7:4:41 | Player "Gurahir" (steamId=76561198446829420) connected to server!
7:5:17 | "tsifthanos" (steamid=76561198123155229) toggled freecam
7:5:26 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<371.622223, 293.355499, 594.212646>)
7:5:27 | "tsifthanos" (steamid=76561198123155229) toggled freecam
7:5:34 | "tsifthanos" (steamid=76561198123155229) toggled freecam
7:5:44 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<11230.573242, 1.788471, 11623.127930>)
7:5:46 | "tsifthanos" (steamid=76561198123155229) toggled freecam
7:5:48 | Player "[ADMIN]Royal THC" (steamId=76561198039626905) connected to server!
7:9:48 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ExpansionCarKey)
7:10:20 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ExpansionStaticKeyGrinder)
7:10:48 | "tsifthanos" (steamid=76561198123155229) deleted object "ExpansionStaticKeyGrinder" (pos=<11240.346680, 1.388911, 11614.165039>)
7:13:8 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ExpansionStaticKeyGrinder)
7:13:25 | "tsifthanos" (steamid=76561198123155229) deleted object "ExpansionStaticKeyGrinder" (pos=<11228.571289, 1.919501, 11625.406250>)
7:16:1 | Player "Gurahir" (steamId=76561198446829420) initiated disconnect process...
7:16:17 | Player "tsifthanos" (steamId=76561198123155229) initiated disconnect process...
7:16:27 | Player "tsifthanos" (steamId=76561198123155229) disconnected from server.
7:16:28 | Player "Gurahir" (steamId=76561198446829420) connected to server!
7:16:36 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8916.600586, 2.098534, 5731.344727>)
7:16:48 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8976.994141, 4.109761, 5747.757813>)
7:16:49 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8973.314453, 2.944401, 5751.172363>)
7:16:49 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8969.507813, 3.103223, 5755.548340>)
7:24:30 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled godmode
7:25:22 | "[ADMIN]Royal THC" (steamid=76561198039626905) /heal used on: "[ADMIN]Royal THC" (steamid=76561198039626905)
7:25:55 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8936.495117, 21.006325, 5971.695313>)
7:26:34 | "[ADMIN]Royal THC" (steamid=76561198039626905) gave unlimited ammo to (steamid=76561198039626905)
7:30:11 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled godmode
7:30:12 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled godmode
7:30:13 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled freecam
7:31:0 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8752.446289, 16.552145, 6056.016113>)
7:31:1 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled freecam
7:33:1 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled godmode
7:39:9 | "[ADMIN]Royal THC" (steamid=76561198039626905) /heal used on: "[ADMIN]Royal THC" (steamid=76561198039626905)
7:39:9 | "[ADMIN]Royal THC" (steamid=76561198039626905) /heal used on: "[ADMIN]Royal THC" (steamid=76561198039626905)
7:39:10 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled godmode
7:39:12 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8723.113281, 14.329514, 6037.943848>)
7:39:19 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8717.021484, 14.728031, 6044.125000>)
7:39:37 | "[ADMIN]Royal THC" (steamid=76561198039626905) Spawned Item: (InjectorZivirol)
7:40:4 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8731.229492, 20.618238, 6054.441895>)
7:41:58 | Player "Gurahir" (steamId=76561198446829420) initiated disconnect process...
7:41:59 | "[ADMIN]Royal THC" (steamid=76561198039626905) /heal used on: "[ADMIN]Royal THC" (steamid=76561198039626905)
7:42:0 | Player "Gurahir" (steamId=76561198446829420) disconnected early from server (EXIT NOW).
7:42:1 | "[ADMIN]Royal THC" (steamid=76561198039626905) /heal used on: "[ADMIN]Royal THC" (steamid=76561198039626905)
7:42:2 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8733.967773, 20.648445, 6053.771973>)
7:42:2 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8736.284180, 20.541462, 6053.098145>)
7:42:8 | Player "Gurahir" (steamId=76561198446829420) disconnected from server.
7:42:54 | Player "Gurahir" (steamId=76561198446829420) connected to server!
7:46:30 | Player "Gurahir" (steamId=76561198446829420) initiated disconnect process...
7:46:32 | Player "Gurahir" (steamId=76561198446829420) disconnected early from server (EXIT NOW).
7:46:40 | Player "Gurahir" (steamId=76561198446829420) disconnected from server.
7:47:18 | "[ADMIN]Royal THC" (steamid=76561198039626905) /heal used on: "[ADMIN]Royal THC" (steamid=76561198039626905)
7:47:19 | "[ADMIN]Royal THC" (steamid=76561198039626905) /heal used on: "[ADMIN]Royal THC" (steamid=76561198039626905)
7:47:21 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled godmode
7:48:13 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8808.803711, 21.097235, 5964.064453>)
7:48:33 | "[ADMIN]Royal THC" (steamid=76561198039626905) /heal used on: "[ADMIN]Royal THC" (steamid=76561198039626905)
7:48:35 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled godmode
7:48:40 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8795.302734, 9.373113, 5871.640625>)
7:48:40 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8796.740234, 2.871976, 5834.570801>)
7:48:41 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8804.486328, 1.794809, 5817.733398>)
7:48:41 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8806.812500, 2.771927, 5812.202637>)
7:48:42 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8808.496094, 3.431413, 5806.633301>)
7:48:42 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8812.514648, 4.653865, 5800.678711>)
7:48:43 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8812.016602, 3.960300, 5801.256836>)
7:48:44 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8812.346680, 5.439506, 5800.327637>)
7:48:44 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8812.604492, 6.752599, 5799.754395>)
7:48:45 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8815.240234, 3.890508, 5799.270996>)
7:48:46 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8815.299805, 5.082718, 5800.268066>)
7:48:46 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.571289, 5.510561, 5798.004883>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.429688, 6.522115, 5798.024902>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.342773, 6.525764, 5798.210449>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8829.744141, 22.050156, 5502.802734>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.353516, 6.362942, 5797.808105>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.349609, 6.261925, 5797.929688>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.374023, 6.312260, 5797.839844>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.423828, 6.493216, 5797.677734>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.458008, 6.611077, 5797.832031>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8828.558594, 21.649099, 5503.464355>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.671875, 6.757464, 5797.728027>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.708008, 6.754290, 5797.747070>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.737305, 6.751570, 5797.761719>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.763672, 6.730942, 5797.787109>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.766602, 6.621133, 5797.700195>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8828.778320, 21.378410, 5504.057617>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.782227, 6.440147, 5797.217285>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8827.727539, 19.490028, 5529.610840>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8828.610352, 19.506599, 5507.913086>)
7:48:47 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8816.749023, 6.735654, 5797.777832>)
7:48:50 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8841.727539, 66.488586, 5415.793945>)
7:48:52 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8854.804688, 52.241821, 5403.787109>)
8:2:17 | Player "(HEAD)ZINALO" (steamId=76561198995820713) connected to server!
8:3:44 | Player "[HEAD] RBN" (steamId=76561198362356498) connected to server!
8:3:46 | Player "That0ldChestnut" (steamId=76561198071806986) connected to server!
8:6:5 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8965.856445, 21.523899, 5473.605469>)
8:6:6 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<8990.822266, 6.764547, 5513.904297>)
8:7:11 | "[ADMIN]Royal THC" (steamid=76561198039626905) Spawned Item: (GGlaw_Buggy_black)
8:7:14 | "[ADMIN]Royal THC" (steamid=76561198039626905) /refuel used on self.
8:7:20 | "[ADMIN]Royal THC" (steamid=76561198039626905) deleted object "BuggyPsychoWheel_offroad_destroyed" (pos=<9008.424805, 7.482460, 5491.650879>)
8:7:22 | "[ADMIN]Royal THC" (steamid=76561198039626905) /refuel used on self.
8:7:25 | "[ADMIN]Royal THC" (steamid=76561198039626905) deleted object "BuggyPsychoWheel_offroad_destroyed" (pos=<9008.425781, 7.482522, 5491.651367>)
8:7:27 | "[ADMIN]Royal THC" (steamid=76561198039626905) /refuel used on self.
8:7:33 | "[ADMIN]Royal THC" (steamid=76561198039626905) deleted object "BuggyPsychoWheelDouble_offroad_destroyed" (pos=<9010.916016, 7.209670, 5488.061523>)
8:7:35 | "[ADMIN]Royal THC" (steamid=76561198039626905) /refuel used on self.
8:8:49 | "[ADMIN]Royal THC" (steamid=76561198039626905) deleted object "GGlaw_Buggy_black" (pos=<9253.323242, 32.831852, 5320.661133>)
8:9:34 | "[ADMIN]Royal THC" (steamid=76561198039626905) Spawned Item: (ExpansionUAZCargoRoofless)
8:9:51 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<9254.103516, 32.791859, 5328.237305>)
8:15:40 | "[ADMIN]Royal THC" (steamid=76561198039626905) deleted object "ExpansionUAZCargoRoofless_Cover" (pos=<9728.999023, 38.715240, 5538.610352>)
8:17:34 | "[ADMIN]Royal THC" (steamid=76561198039626905) Spawned Item: (Hatchback_02_BanditKitty)
8:18:11 | "[ADMIN]Royal THC" (steamid=76561198039626905) /refuel used on self.
8:18:37 | "[ADMIN]Royal THC" (steamid=76561198039626905) deleted object "Hatchback_02_BanditKitty" (pos=<10150.957031, 30.804255, 5492.779297>)
8:18:59 | "76561198039626905" (steamid=76561198039626905) teleported to (pos=<3019.209961, 21.976444, 4200.890137>)
8:18:59 | "[ADMIN]Royal THC": (steamid=76561198039626905) teleported to (pos=3019.21,0,4200.89)
8:19:43 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled freecam
8:19:58 | "[ADMIN]Royal THC" (steamid=76561198039626905) teleported to crosshair (pos=<3043.590820, 30.169823, 4260.905762>)
8:19:59 | "[ADMIN]Royal THC" (steamid=76561198039626905) toggled freecam
8:20:4 | Player "[ADMIN]Royal THC" (steamId=76561198039626905) initiated disconnect process...
8:20:14 | Player "[ADMIN]Royal THC" (steamId=76561198039626905) disconnected from server.
8:23:33 | Player "That0ldChestnut" (steamId=76561198071806986) initiated disconnect process...
8:23:43 | Player "That0ldChestnut" (steamId=76561198071806986) disconnected from server.
9:32:51 | Player "Jonni" (steamId=76561198081999092) connected to server!
9:48:21 | Player "Jonni" (steamId=76561198081999092) initiated disconnect process...
9:48:23 | Player "Jonni" (steamId=76561198081999092) disconnected early from server (EXIT NOW).
9:48:31 | Player "Jonni" (steamId=76561198081999092) disconnected from server.
9:53:10 | Player "(HEAD)ZINALO" (steamId=76561198995820713) initiated disconnect process...
9:53:20 | Player "(HEAD)ZINALO" (steamId=76561198995820713) disconnected from server.
9:53:27 | Player "[HEAD] RBN" (steamId=76561198362356498) initiated disconnect process...
9:53:31 | Player "[HEAD] RBN" (steamId=76561198362356498) aborted logout process [canceledLogout]
9:53:31 | Player "[HEAD] RBN" (steamId=76561198362356498) aborted logout process [canceledLogout]
9:53:31 | Player "[HEAD] RBN" (steamId=76561198362356498) aborted logout process [canceledLogout]
9:53:34 | Player "[HEAD] RBN" (steamId=76561198362356498) initiated disconnect process...
9:53:44 | Player "[HEAD] RBN" (steamId=76561198362356498) disconnected from server.
15:23:25 | Player "[HEAD] BombyCoidea" (steamId=76561199442808556) connected to server!
15:24:41 | Player "[HEAD] BombyCoidea" (steamId=76561199442808556) connected to server!
15:27:32 | Player "[HEAD] BombyCoidea" (steamId=76561199442808556) connected to server!
16:58:20 | Player "[HEAD] BombyCoidea" (steamId=76561199442808556) initiated disconnect process...
16:58:30 | Player "[HEAD] BombyCoidea" (steamId=76561199442808556) disconnected from server.
17:26:46 | Player "Prki" (steamId=76561197994647314) connected to server!
18:10:17 | Player "Prki" (steamId=76561197994647314) initiated disconnect process...
18:11:30 | Player "Prki" (steamId=76561197994647314) connected to server!
